total_sessions,engagement_score,total_playtime_mins,num_purchases,playtime_per_session,is_high_spender,total_spent_usd,max_level,account_type_encoded,country_Brazil,churned
1.8488483288354136,1.1621891155662325,-0.2533881281198634,-0.9523852653582328,-0.7198880556815158,0,-0.6302975557639954,0.665370111104095,0,0,0
0.6854273280999587,0.5848669618561337,0.6636124413422954,0.7068225140115106,0.7356290360723574,1,0.32257240953279526,-0.038352904341802004,0,0,0
-0.6934420061050252,-0.4961970710716006,-0.6358850035708603,-0.6205437094842841,-0.7748843019020296,0,-0.624566324620287,0.3135086033811465,1,0,1
-0.6503523394111195,-0.6829777678601618,-0.6285795612326514,-0.9523852653582328,-0.7647137632174139,0,-0.6302975557639954,-0.3902144120647505,0,0,1
1.5903103286719793,1.9036518816056731,2.7152353350571135,2.0341887375073053,1.962497350731354,1,3.0333504768367368,0.4894393572426207,1,0,0
1.8919379955293194,1.29802962232155,0.26368974013043295,-0.28870215361033535,-0.30967632873535433,0,-0.39196129221543796,0.4894393572426207,0,0,0
-1.0381593396562712,-2.2055234477426775,-0.6661791314320572,-0.9523852653582328,-0.42682586691740776,0,-0.6302975557639954,-4.612552504740132,0,0,1
-0.5210833393294022,-0.33205645874225864,-0.6034461586929415,-0.6205437094842841,-0.73043528098408,0,-0.5374440701423093,0.4894393572426207,1,0,1
2.0212069956110366,1.145209052221818,-0.2736959173719489,-0.6205437094842841,-0.7549199111507471,0,0.18471744779258328,0.3135086033811465,1,0,0
-0.5210833393294022,-0.22451605756096563,-0.260291436017437,0.7068225140115106,0.6471076808544071,0,-0.3102987895112036,0.4894393572426207,0,0,0
1.2886826618146392,1.8810117971464535,3.0083913422802886,2.366030293381254,2.636389710241623,1,2.121628488823689,0.665370111104095,1,0,0
-0.6503523394111195,-0.5697773455640639,-0.6094111528956994,-0.6205437094842841,-0.6667752425507455,0,-0.5584610980337769,-0.038352904341802004,0,0,0
2.2797449957744713,2.4017337397085035,3.0758158834934832,1.7023471816333566,1.6038916904441682,1,3.9712476007705892,0.4894393572426207,0,0,0
0.642337661406053,0.7942877431039143,0.7186378373025667,1.0386640698854592,0.855038693962103,1,1.6201042877343492,0.665370111104095,0,0,0
0.08217199438527827,0.3358260328047184,0.2730728770785913,1.0386640698854592,0.8569221270518466,0,0.016351221305734045,0.665370111104095,0,0,0
-0.6503523394111195,-0.34903652208667335,-0.601703576116855,-0.9523852653582328,-0.6275998342840782,0,-0.6302975557639954,0.665370111104095,0,1,1
-0.9088903395745539,-0.6093974933676982,-0.6144378334036412,-0.28870215361033535,-0.23396231852766064,0,-0.5733622990074186,0.3135086033811465,0,1,1
0.8577859948755817,1.0659687566145493,1.212257863182467,1.370505625759408,1.2486762097185204,1,1.4496567194111005,0.665370111104095,0,0,0
-0.04709700569643898,0.013204829260839662,-0.34768865444885455,-0.28870215361033535,-0.30703952240971316,0,-0.3227152001403034,0.4894393572426207,0,0,0
-0.6934420061050252,-0.45657692326796634,-0.35465898475320073,1.0386640698854592,0.80569274701082,0,-0.24091318720428134,0.13757784951967225,0,0,0
-0.7796213394928366,-0.5358172188752349,-0.6164485056068181,-0.28870215361033535,-0.5631864226148461,0,-0.4999874581807309,0.3135086033811465,0,0,1
-0.21945567247206196,0.058484998179278824,-0.06257533603838655,0.7068225140115106,0.6022819733185086,0,-0.13137503197015474,0.665370111104095,0,0,0
-0.5210833393294022,-0.5980774511380884,-0.5939959993380106,-0.6205437094842841,-0.6923899325712588,0,-0.5435146504984741,-0.3902144120647505,0,0,1
-0.5210833393294022,-0.6603376834009422,-0.6153091246916845,-0.6205437094842841,-0.7778977948456193,0,-0.5436202258090163,-0.5661451659262248,0,0,1
-0.4779936726354964,-0.3603565643162831,-0.5909129686264729,-0.9523852653582328,-0.7063273374353616,0,-0.6302975557639954,0.3135086033811465,0,0,1
-0.8658006728806481,-0.8980585702227476,-0.5872937586607547,0.04313940226361329,-0.11982627328919696,0,-0.5004173005165091,-0.742075919787699,1,0,1
-0.4779936726354964,-0.20753599421655095,-0.4471499060993328,0.37498095813756194,-0.16766547376868499,0,-0.39897450927287065,0.665370111104095,0,0,0
-1.0381593396562712,-0.9716388447152112,-0.6773048509563021,-0.6205437094842841,-0.7394757598148494,0,-0.6174852377203631,-0.5661451659262248,1,0,1
0.34070999454871276,0.14338531490135226,0.05230106916978038,0.37498095813756194,0.15101140501593616,0,0.2122235867355784,-0.21428365820327624,0,0,0
0.08217199438527827,0.25658573719744987,0.5337900394238476,1.7023471816333566,1.3801398393826259,1,0.8994886939895358,0.13757784951967225,0,0,0
1.5041309952841677,1.2867095800919401,0.7482617410960379,0.37498095813756194,0.24970329891850226,1,0.37366708928831666,0.665370111104095,1,0,0
-0.5210833393294022,-0.2528161631349901,-0.5265044357180433,-0.28870215361033535,-0.4215522542661256,0,-0.45472581433265497,0.665370111104095,0,0,1
-0.5210833393294022,-0.28111626870901457,-0.6123601387936919,-0.9523852653582328,-0.7662205096892089,0,-0.6302975557639954,0.665370111104095,0,0,1
-0.7796213394928366,-1.0055989714040405,-0.5685945071712106,-0.28870215361033535,-0.22718195940458355,0,-0.5637247813736564,-1.2698681813721218,0,0,1
1.331772328508545,1.6715910158986724,2.2779811532729353,1.7023471816333566,1.850998111818532,1,1.9590726749634546,0.665370111104095,0,0,0
1.8919379955293194,1.920631944950088,2.5793809165291353,1.370505625759408,1.549648817459552,1,2.943426706082591,0.13757784951967225,1,0,0
-0.9088903395745539,-0.6773177467453569,-0.6651737953304688,-0.9523852653582328,-0.8042658581020301,0,-0.6302975557639954,0.13757784951967225,1,0,1
-0.736531672798931,-0.3943166910051125,-0.5762350615432824,-0.28870215361033535,-0.3691928143712528,0,-0.5515685384741065,0.665370111104095,0,0,1
